ID,Year_Birth,Education,Marital_Status,Income,KidsInHome,TeensInHome,CustomerJoinDate,AmmountSpentOnWine,AmmountSpentOnFruit,AmmountSpentOnMeatProducts,AmmountSpentOnFish,AmmountSpentOnSweetProducts,AmmountSpentOnGold,NumberPurchasesWithDiscount,NumberOfWebPurchases,NumberOfCatalogPurchases,NumberOfStorePurchases,NumberOfWebsiteVisits,Accepted3rdCampaignOffer,Accepted4thCampaignOffer,Accepted5thCampaignOffer,Accepted1stCampaignOffer,Accepted2ndCampaignOffer,ComplainedInLast2Years,AcceptedLastCampaignOffer,Age,Revenue,Purchases,AverageOrderValue,MostRecentPurchase,AcceptedAnyCampaignOrDiscount,CustomerComplainedRecently
3714,1964,PhD,Together,46910,1,1,3/23/14,48,0,14,0,0,6,2,2,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
3715,1959,Graduation,Divorced,52332,0,0,8/28/13,212,5,33,7,0,2,1,3,2,6,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),LATE (About a quarter),TRUE,FALSE
3716,1952,Graduation,Divorced,49638,0,1,4/19/14,18,10,3,3,5,0,1,1,0,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,LOW (<=$50),LOW (<=5),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
3717,1978,Master,Married,88097,1,0,8/18/12,198.4,0,480,0,126,75,1,6,5,8,10,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,45,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
3718,1973,Master,Divorced,52034,0,0,5/17/13,166.08,0,93,7,13,73,5,4,2,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
3719,1978,Graduation,Divorced,63693,0,1,10/14/13,491.86,43,337,42,87,54,3,11,6,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
3720,1968,Master,Divorced,63841,0,1,4/21/13,662.24,15,100,20,7,131,1,9,3,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
3721,1967,Graduation,Together,65777,0,0,12/19/13,565,32,435,28,32,54,1,2,8,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
3722,1971,Master,Together,30538,1,0,1/10/12,284.88,0,52,8,3,20,4,9,0,4,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
3723,1973,Graduation,Married,33471,0,0,12/10/12,46.6,2,27,0,9,12,3,3,0,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
3724,1972,2n Cycle,Single,65704,0,0,10/13/13,218.93,172,74,38,8,246,1,2,10,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
3725,1972,Graduation,Married,36026,2,1,3/16/14,16.89,4,10,6,4,17,2,2,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
3726,1974,Graduation,Married,44989,0,0,12/9/12,67.72,0,106,49,10,106,5,5,1,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
3727,1967,Graduation,Married,22574,0,0,10/28/13,25,0,8,2,0,2,2,2,0,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
3728,1982,PhD,Together,70038,0,0,10/25/13,625.99,54,348,71,54,130,1,4,4,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
3729,1970,Graduation,Married,72940,0,0,6/19/13,214.03,74,298,162,149,116,1,3,3,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
3730,1983,Master,Married,35876,0,0,4/20/14,55.65,2,40,4,3,14,1,3,1,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
3731,1952,Master,Married,77027,0,0,5/2/14,820,57,242,45,0,11,2,8,3,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
3732,1972,PhD,Married,57091,0,1,11/23/12,402.49,0,24,6,0,4,2,9,2,5,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,51,HIGH ($250-$100),VERY HIGH (>15),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
3733,1973,PhD,Married,32644,1,0,1/16/13,191.6,3,141,0,7,23,4,7,1,6,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
3734,1958,Graduation,Married,81320,0,0,6/2/13,183,33,493,59,103,57,1,4,3,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
3735,1977,Master,Married,22701,1,0,5/9/13,1.85,4,9,0,4,5,1,1,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
3736,1974,PhD,Single,39190,0,0,4/26/14,84.22,8,18,19,8,12,2,2,1,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
3737,1981,Master,Single,22944,0,0,12/23/13,21.19,3,19,4,5,26,3,3,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
3738,1960,Graduation,Married,67716,0,1,10/1/13,530,142,217,62,9,56,4,7,4,13,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
3739,1956,2n Cycle,Married,53230,0,0,3/8/12,176,72,98,136,21,229,4,5,2,11,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
3740,1975,2n Cycle,Married,37284,1,1,3/29/13,10.46,1,2,2,1,6,1,0,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
3741,1987,PhD,Married,51563,0,0,1/10/12,1108.39,0,48,0,0,36,1,4,4,10,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,36,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
3742,1994,Graduation,Together,72165,0,0,2/14/14,966,26,282,52,26,26,1,2,7,11,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,29,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
3743,1963,PhD,Single,23091,1,1,5/28/14,35,0,11,0,0,2,4,2,1,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,LOW (<=$50),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
3744,1964,Graduation,Single,81246,0,0,12/29/13,398,190,537,61,156,37,1,4,5,6,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,59,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
3745,1977,Graduation,Married,34380,1,0,2/5/13,76.2,7,58,13,1,24,4,4,1,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),LATE (About a quarter),TRUE,FALSE
3746,1991,Graduation,Single,6860,0,1,9/18/12,73,18,66,7,12,2,15,0,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,MEDIUM ($50-$250),LOW (<=5),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
3747,1961,PhD,Together,32583,1,1,6/15/14,5,0,3,0,0,1,1,1,0,2,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
3748,1951,Master,Together,59385,0,0,4/28/13,135,0,10,0,4,36,2,3,1,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
3749,1954,Graduation,Single,22507,0,0,11/24/12,68,0,226,51,157,68,3,10,2,5,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
3750,1968,Graduation,Together,56534,0,1,7/23/13,641.88,7,61,10,0,46,4,10,4,7,6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,55,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
3751,1952,Master,Married,77027,0,0,5/2/14,820,57,242,45,0,11,2,8,3,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
3752,1967,PhD,Divorced,28420,1,0,12/24/13,4,2,5,2,0,0,1,1,0,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
3753,1953,Graduation,Divorced,62551,0,0,11/18/13,125,16,98,134,21,27,1,6,7,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,HIGH ($250-$100),VERY HIGH (>15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
3754,1978,PhD,Married,72159,0,0,10/29/12,410.83,53,899,34,40,53,1,4,6,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
3755,1973,Graduation,Single,3502,1,0,4/13/13,1.66,1,1,0,0,1,0,0,0,0,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),FALSE,FALSE
3756,1970,Graduation,Divorced,58710,0,1,3/31/13,475.56,81,368,0,122,174,6,11,5,9,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
3757,1965,2n Cycle,Divorced,60161,0,0,10/23/12,584,44,212,46,8,177,3,11,4,7,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
3758,1977,Graduation,Married,42014,1,0,8/17/12,162.81,15,108,4,15,50,6,7,1,6,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,46,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
3759,1953,PhD,Married,55707,0,1,12/22/13,208,7,82,30,66,35,2,3,2,12,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,HIGH ($250-$100),VERY HIGH (>15),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
3760,1971,Graduation,Married,64795,0,1,1/17/13,383.12,5,119,38,29,77,3,3,3,12,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
3761,1976,Graduation,Divorced,12571,1,0,1/18/14,2.87,5,14,2,12,17,4,3,1,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
3762,1952,Graduation,Single,72228,0,0,11/27/12,631,28,491,30,14,56,1,6,7,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
3763,1970,Graduation,Single,83273,1,2,9/25/12,335.92,89,650,16,102,102,10,4,6,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
3764,1957,Graduation,Together,21994,0,1,12/24/12,9,0,6,3,1,3,1,0,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
3765,1970,PhD,Together,82072,0,0,2/7/13,750.44,55,685,168,92,129,1,3,2,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
3766,1985,Graduation,Single,29760,1,0,8/29/12,56.3,4,68,7,5,17,4,3,1,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
3767,1975,Master,Single,46098,1,1,8/18/12,52.94,0,27,0,0,36,4,3,2,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
3768,1975,Graduation,Divorced,36627,3,0,7/23/13,7.99,1,5,0,0,1,1,0,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
3769,1955,Graduation,Married,80395,0,0,11/23/13,445,25,706,80,76,48,1,6,5,14,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,68,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
3770,1943,Master,Married,65073,0,0,8/20/13,629,17,177,69,0,8,1,5,3,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,80,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),LATE (About a quarter),TRUE,TRUE
3771,1984,Master,Married,30477,1,0,1/22/14,35.66,1,6,0,0,12,1,1,1,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
3772,1958,Graduation,Divorced,71964,0,0,5/20/13,587,51,932,180,34,86,1,5,6,6,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
3773,1974,Graduation,Married,34421,1,0,1/7/13,2.72,3,7,6,2,9,1,1,0,2,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
3774,1952,Graduation,Married,81795,0,0,10/26/12,324,132,693,27,118,88,1,4,11,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
3775,1958,PhD,Together,77863,0,0,11/27/13,881,38,319,16,25,12,1,4,5,10,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
3776,1988,2n Cycle,Married,16248,1,0,10/5/14,11.1,11,10,3,12,9,3,2,1,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
3777,1974,PhD,Single,30899,1,0,10/13/12,23.95,0,8,0,0,1,2,1,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
3778,1962,Master,Married,58646,0,1,10/6/13,62,1,44,6,5,22,1,2,1,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
3779,1968,PhD,Divorced,83664,1,1,8/5/13,1007.79,21,151,28,21,86,3,2,2,12,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
3780,1975,Graduation,Married,74190,0,1,12/5/14,134.94,81,86,168,91,64,2,4,2,11,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
3781,1979,Master,Married,40662,1,0,3/15/13,53.3,2,23,0,4,23,2,2,1,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
3782,1983,PhD,Together,21840,1,0,7/21/13,13.24,0,9,0,0,1,1,1,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
3783,1976,Graduation,Married,5305,0,1,7/30/13,15.39,4,7,1,3,5,0,1,0,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,LOW (<=$50),LOW (<=5),HIGH ($30 - $50),RECENT (<=3 weeks),FALSE,FALSE
3784,1964,Graduation,Married,60597,0,1,1/1/14,522,0,257,32,16,66,4,2,2,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,59,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
3785,1983,Graduation,Together,37292,1,0,4/18/13,256.15,0,86,10,23,66,5,6,3,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
3786,1956,Master,Married,62058,0,1,5/26/13,301,7,74,10,0,58,4,6,1,7,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
3787,1966,Graduation,Together,57811,0,1,6/24/13,545,7,114,37,21,78,5,7,2,13,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,57,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
3788,1984,Basic,Single,25707,1,0,1/18/14,1.3,6,2,3,6,3,1,1,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
3789,1961,Master,Together,74881,0,0,8/3/13,505,72,270,36,27,54,4,9,2,11,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
3790,1966,2n Cycle,Single,89572,0,0,9/15/12,606,24,974,197,194,64,1,7,7,8,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,57,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
3791,1974,Graduation,Married,67445,0,0,12/8/12,1016.03,80,217,29,80,11,5,9,6,12,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
3792,1978,Master,Single,35544,1,0,8/3/14,32.49,5,23,4,1,4,1,2,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
3793,1978,PhD,Married,82170,0,0,11/25/13,1261.41,93,651,49,55,37,1,5,6,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
3794,1971,Graduation,Single,22804,1,0,7/31/13,15.03,1,7,2,1,1,1,2,0,2,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
3795,1984,Graduation,Together,23976,1,0,12/27/13,15.58,1,21,2,3,25,3,3,1,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
3796,1969,Master,Married,70091,1,0,3/31/13,1030.72,34,137,15,0,11,2,5,2,10,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
3797,1964,Graduation,Married,60597,0,1,1/1/14,522,0,257,32,16,66,4,2,2,7,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,59,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
3798,1971,Graduation,Together,69930,0,0,5/26/13,247.93,98,827,219,70,196,1,4,5,12,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
3799,1954,Graduation,Married,93404,1,2,7/5/13,1279,15,287,20,0,15,3,3,4,8,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,69,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
3800,1961,Graduation,Single,86429,0,0,11/21/13,464,28,873,29,18,37,0,7,4,7,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,62,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
3801,1961,Graduation,Married,16860,0,0,12/9/12,10,4,4,3,3,14,3,1,1,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
3802,1964,PhD,Married,45759,1,1,2/23/13,42,1,18,3,0,4,2,2,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
3803,1974,Graduation,Divorced,39996,1,1,5/22/14,10.69,0,3,0,0,1,1,1,0,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
3804,1954,Graduation,Together,39898,0,1,12/2/13,69,8,26,12,7,12,2,3,0,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
3805,1955,Master,Together,82384,1,0,11/19/12,984,51,432,180,120,190,1,3,10,16,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,68,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
3806,1960,Graduation,Together,62807,0,1,8/31/12,526,28,135,10,21,99,3,5,3,11,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
3807,1978,2n Cycle,Together,17117,0,0,1/17/13,11.87,23,38,30,18,7,4,3,1,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
3808,1975,Graduation,Married,51948,0,0,9/17/13,67.03,33,54,71,30,41,2,5,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
